timestamp,station_id,station_name,latitude,longitude,total_slots,available_slots,occupied_slots,occupancy_rate,n_charging_sessions,total_kwh,revenue,avg_session_duration,charger_type,location_type
2025-01-02 13:22:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,1,110.98978773920602,27.747446934801506,50.0,AC,commercial
2025-01-05 03:35:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,65.0,AC,commercial
2025-01-07 21:45:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,90.0,AC,commercial
2025-01-11 05:04:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,85.0,AC,commercial
2025-01-13 15:25:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,22.0,AC,commercial
2025-01-14 21:36:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,15.0,AC,commercial
2025-01-17 11:21:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,1,26.000699642364378,6.500174910591094,294.0,AC,commercial
2025-01-20 14:19:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,59.0,AC,commercial
2025-01-20 23:08:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,93.0,AC,commercial
2025-01-26 21:57:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,0,0.0,0.0,18.0,AC,commercial
2025-01-27 13:21:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,151.0,AC,commercial
2025-02-01 20:50:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,0,0.0,0.0,61.0,AC,commercial
2025-02-04 14:47:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,70.0,AC,commercial
2025-02-04 14:50:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,83.0,AC,commercial
2025-02-04 17:54:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,0,0.0,0.0,16.0,AC,commercial
2025-02-10 02:01:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,1,29.961690964366017,7.490422741091504,102.0,AC,commercial
2025-02-12 01:12:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,0,0.0,0.0,252.0,AC,commercial
2025-02-17 14:27:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,2,76.47252698090635,19.118131745226588,89.5,AC,commercial
2025-02-17 15:46:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,1,78.58444043234043,19.646110108085107,94.0,AC,commercial
2025-02-17 23:03:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,6,2,0.25,1,44.742405356226094,11.185601339056523,106.0,AC,commercial
2025-02-18 14:53:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,119.0,AC,commercial
2025-02-20 18:55:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,0,8,1.0,0,0.0,0.0,277.0,AC,commercial
2025-02-21 16:50:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,106.0,AC,commercial
2025-02-22 20:01:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,38.0,AC,commercial
2025-02-24 13:46:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,15.0,AC,commercial
2025-02-27 17:39:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,0,8,1.0,0,0.0,0.0,39.0,AC,commercial
2025-03-01 19:10:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,91.0,AC,commercial
2025-03-06 18:18:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,1,202.72789744541217,50.68197436135304,152.0,AC,commercial
2025-03-09 16:00:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,2,42.574371182933575,10.643592795733394,42.0,AC,commercial
2025-03-10 04:30:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,174.0,AC,commercial
2025-03-10 17:39:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,0,0.0,0.0,101.0,AC,commercial
2025-03-11 06:40:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,77.0,AC,commercial
2025-03-16 08:30:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,3,52.52432559019327,13.131081397548318,42.666666666666664,AC,commercial
2025-03-21 14:12:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,70.0,AC,commercial
2025-03-21 15:23:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,82.0,AC,commercial
2025-03-22 20:58:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,0,0.0,0.0,73.0,AC,commercial
2025-03-23 11:14:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,46.0,AC,commercial
2025-03-23 19:56:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,0,0.0,0.0,74.0,AC,commercial
2025-03-28 16:37:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,54.0,AC,commercial
2025-03-30 00:24:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,1,178.2290480910138,44.55726202275345,52.0,AC,commercial
2025-03-30 10:49:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,1,42.34773492709326,10.586933731773316,63.0,AC,commercial
2025-03-31 19:40:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,1,34.66126020116024,8.66531505029006,103.0,AC,commercial
2025-04-04 15:09:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,2,272.9959404661451,68.24898511653628,117.0,AC,commercial
2025-04-06 08:36:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,5,115.60336811996933,28.900842029992333,115.0,AC,commercial
2025-04-07 08:57:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,5,167.57336986376424,41.89334246594106,108.0,AC,commercial
2025-04-08 10:18:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,94.0,AC,commercial
2025-04-09 08:44:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,3,258.547210927067,64.63680273176675,52.333333333333336,AC,commercial
2025-04-10 20:28:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,15.0,AC,commercial
2025-04-12 10:47:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,68.0,AC,commercial
2025-04-13 22:49:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,6,2,0.25,0,0.0,0.0,59.0,AC,commercial
2025-04-14 07:35:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,0,0.0,0.0,105.0,AC,commercial
2025-04-17 10:34:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,0,0.0,0.0,45.0,AC,commercial
2025-04-20 00:13:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,213.0,AC,commercial
2025-04-23 17:16:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,0,0.0,0.0,130.0,AC,commercial
2025-04-26 10:56:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,1,65.3768570081082,16.34421425202705,21.0,AC,commercial
2025-04-27 01:45:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,0,0.0,0.0,59.0,AC,commercial
2025-05-01 19:31:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,1,128.5826102117878,32.14565255294695,87.0,AC,commercial
2025-05-05 11:02:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,1,37.812712134259634,9.453178033564908,116.0,AC,commercial
2025-05-09 16:50:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,31.0,AC,commercial
2025-05-17 14:30:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,0,0.0,0.0,216.0,AC,commercial
2025-05-18 21:39:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,1,57.28040615980201,14.320101539950503,51.0,AC,commercial
2025-05-19 13:06:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,97.0,AC,commercial
2025-05-21 07:40:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,5,3,0.375,1,85.73954420900318,21.434886052250796,183.0,AC,commercial
2025-05-24 10:24:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,3,5,0.625,0,0.0,0.0,290.0,AC,commercial
2025-05-24 11:34:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,0,0.0,0.0,34.0,AC,commercial
2025-05-24 22:22:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,6,2,0.25,0,0.0,0.0,262.0,AC,commercial
2025-05-25 07:37:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,6,2,0.25,0,0.0,0.0,81.0,AC,commercial
2025-05-30 10:15:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,0,0.0,0.0,117.0,AC,commercial
2025-06-04 18:06:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,1,7,0.875,2,27.781250060430658,6.9453125151076645,67.0,AC,commercial
2025-06-05 04:07:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,1,129.22029467736056,32.30507366934014,40.0,AC,commercial
2025-06-07 09:31:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,0,0.0,0.0,22.0,AC,commercial
2025-06-08 02:16:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,7,1,0.125,0,0.0,0.0,27.0,AC,commercial
2025-06-11 09:08:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,2,6,0.75,0,0.0,0.0,23.0,AC,commercial
2025-06-12 01:39:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,0,0.0,0.0,75.0,AC,commercial
2025-06-13 06:20:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,6,2,0.25,0,0.0,0.0,56.0,AC,commercial
2025-06-15 02:28:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,8,0,0.0,0,0.0,0.0,77.0,AC,commercial
2025-06-18 17:11:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,0,8,1.0,0,0.0,0.0,15.0,AC,commercial
2025-06-21 15:00:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,4,4,0.5,1,55.78030598092591,13.945076495231477,205.0,AC,commercial
2025-06-23 18:34:00,1,Charging Station 1,28.474908023769473,77.47535715320495,8,0,8,1.0,1,66.58263397476583,16.645658493691457,20.0,AC,commercial
